Name;Screen;CPU;VGA;RAM;SSD;Weight;OS;Battery;Price;Img;Label
Samsung Chromebook 4 XE350;"15.6"" - 1920x1080";INTEL Celeron N4020;INTEL HD Graphics 600;4 GB DDR4;32 GB - EMMC;1.7 Kg ;Chrome OS;9;5239980;https://noteb.com/res/img/models/thumb/t_4153_1.jpg;Văn phòng
Lenovo IdeaPad 3 CB 14;"14.0"" - 1366x768";INTEL Celeron N4020;INTEL HD Graphics 600;4 GB DDR4;64 GB - EMMC;1.4 Kg ;Chrome OS;12.3;5118120;https://noteb.com/res/img/models/thumb/t_4188_1.jpg;Mỏng nhẹ
HP Chromebook 14;"14.0"" - 1366x768";INTEL Celeron N4500;INTEL UHD Graphics 11th gen;4 GB DDR4;32 GB - EMMC;1.54 Kg ;Chrome OS;13.7;5800536;https://noteb.com/res/img/models/thumb/t_3636_1.jpg;Văn phòng
HP Chromebook 14at;"14.0"" - 1366x768";INTEL Celeron N4120;INTEL HD Graphics 600;4 GB DDR4;64 GB - EMMC;1.47 Kg ;Chrome OS;13.7;5605560;https://noteb.com/res/img/models/thumb/t_3738_1.jpg;Mỏng nhẹ
HP Chromebook x360 14a;"14.0"" - 1366x768";INTEL Celeron N4020;INTEL HD Graphics 600;4 GB DDR4;64 GB - EMMC;1.49 Kg ;Chrome OS;12;6068628;https://noteb.com/res/img/models/thumb/t_3272_1.jpg;Mỏng nhẹ
Lenovo IdeaPad Flex 5 14;"14.0"" - 1920x1080";AMD Ryzen 3 5300U;AMD Radeon RX Vega 6 (Cezanne);4 GB DDR4;128 GB - SSD;1.53 Kg ;Windows 10 Home;6.8;7677180;https://noteb.com/res/img/models/thumb/t_3396_1.jpg;Văn phòng
Chuwi  GemiBook X;"15.6"" - 1920x1080";INTEL Celeron N5100;INTEL UHD Graphics 11th gen;4 GB DDR4;128 GB - SSD;1.73 Kg ;Windows 10 Home;8.4;6543882;https://noteb.com/res/img/models/thumb/t_3825_1.jpg;Văn phòng
Asus VivoBook L510;"15.6"" - 1920x1080";INTEL Celeron N4020;INTEL HD Graphics 600;4 GB DDR4;128 GB - EMMC;1.63 Kg ;Windows 10 Home;9.7;6068628;https://noteb.com/res/img/models/thumb/t_3150_1.jpg;Văn phòng
HP Stream 14;"14.0"" - 1366x768";INTEL Celeron N4020;INTEL HD Graphics 600;4 GB DDR4;64 GB - EMMC;1.44 Kg ;Windows 10 Home;12;6068628;https://noteb.com/res/img/models/thumb/t_1552_1.jpg;Mỏng nhẹ
Acer Aspire 3 15;"15.6"" - 1920x1080";AMD Ryzen 3 7320U;AMD Radeon 610M;8 GB DDR5;128 GB - SSD;1.78 Kg ;Windows 11 Home;6.8;7311600;https://noteb.com/res/img/models/thumb/t_4441_1.jpg;Gaming
MSI Gaming Katana GF66;"15.6"" - 1920x1080";INTEL i5-11400H;NVIDIA GeForce RTX 3050 60W;16 GB DDR4;512 GB - SSD;2.1 Kg ;Windows 11 Home;4.6;19497600;https://asset-us-store.msi.com/image/cache/catalog/WINDOW11WALL/Katana-GF66-11UX-1024x1024.png;Gaming
LG gram 14;"14.0"" - 1920x1200";INTEL i7-1260P;INTEL Iris Xe G7 96 EU;16 GB DDR5;512 GB - SSD;1 Kg ;Windows 11 Home;9.2;21191454;https://laptop88.vn/media/lib/22-04-2023/lggram14i7man.jpg;Mỏng nhẹ
Dell Gaming G15;"15.6"" - 1920x1080";AMD Ryzen 5 5600H;NVIDIA GeForce RTX 3050 95W;8 GB DDR4;256 GB - SSD;2.81 Kg ;Windows 10 Home;5.9;20301876;https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5520/media-gallery/g15-5520-bk-coralkb/notebook-g-15-5520-gallery-1.psd?fmt=pjpg&pscan=auto&scl=1&wid=4055&hei=3565&qlt=100,1&resMode=sharp2&size=4055,3565&chrss=full&imwidth=5000;Gaming
MSI Gaming GF63;"15.6"" - 1920x1080";INTEL i7-12650H;NVIDIA GeForce RTX 4050 45W;16 GB DDR4;512 GB - SSD;1.86 Kg ;Windows 11 Home;3.2;21800754;https://m.media-amazon.com/images/I/51YCsXT4Y-L.jpg;Gaming
HP EliteBook 845;"14.0"" - 1920x1200";AMD Ryzen 5 PRO 6650U;AMD Radeon 660M;16 GB DDR5;512 GB - SSD;1.4 Kg ;Windows 10 Pro;6.5;18754254;https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c08160974.png;Mỏng nhẹ
Lenovo ThinkPad T16;"16.0"" - 1920x1200";AMD Ryzen 5 PRO 6650U;AMD Radeon 660M;16 GB DDR5;256 GB - SSD;1.68 Kg ;Windows 10 Pro;10.8;20898990;https://p4-ofp.static.pub/ShareResource/na/products/thinkpad/400x300/lenovo-thinkpad-t16-gen1-amd.png;Văn phòng
Acer Aspire 5 14;"14.0"" - 1920x1080";INTEL i5-1235U;INTEL Iris Xe 80 EU;8 GB DDR4;512 GB - SSD;1.49 Kg ;Windows 11 Home;4.3;14026086;https://m.media-amazon.com/images/I/61frgLaqjKL.jpg;Mỏng nhẹ
HP EliteBook 645;"14.0"" - 1920x1080";AMD Ryzen 5 PRO 5675U;AMD Radeon RX Vega 7 (Cezanne);16 GB DDR4;512 GB - SSD;1.37 Kg ;Windows 11 Pro;8.9;19461042;https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c08459738.png;Mỏng nhẹ
Lenovo  V14;"14.0"" - 1920x1080";AMD Ryzen 3 5425U;AMD Radeon RX Vega 6 (Cezanne);8 GB DDR4;256 GB - SSD;1.43 Kg ;Windows 11 Home;6.6;14720688;https://p1-ofp.static.pub/medias/24165952843_LenovoV14Gen3ABABlackforTextureIMG_202201050201591666481003253.png;Mỏng nhẹ
MSI Cyborg 15 ;"15.6"" - 1920x1080";INTEL i5-12450H;NVIDIA GeForce RTX 4050 45W;16 GB DDR5;512 GB - SSD;1.98 Kg ;Windows 11 Home;3.3;21167082;https://m.media-amazon.com/images/I/81qv4biJ5dL.jpg;Gaming
Asus ROG Strix G15;"15.6"" - 1920x1080";INTEL i7-10870H;NVIDIA GeForce RTX 2060;16 GB DDR4;512 GB - SSD;2.34 Kg ;Windows 10 Home;5;21934800;https://dlcdnwebimgs.asus.com/gain/A96277F2-9062-45A7-8808-2C0C15E01813;Gaming
Dell Inspiron 16 ;"16.0"" - 1920x1200";AMD Ryzen 7 5825U;AMD Radeon RX Vega 8 (Cezanne);16 GB DDR4;1024 GB - SSD;1.87 Kg ;Windows 11 Home;6.1;19461042;https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-5620/media-gallery/notebook-inspiron-16-5620-2-in-1-gy-fpr-gallery-2.psd?fmt=pjpg&pscan=auto&scl=1&wid=4300&hei=3456&qlt=100,1&resMode=sharp2&size=4300,3456&chrss=full&imwidth=5000;Văn phòng
Dell Inspiron 16 2-in-1;"16.0"" - 1920x1200";INTEL i7-1260P;INTEL Iris Xe G7 96 EU;16 GB DDR4;512 GB - SSD;2.06 Kg ;Windows 11 Pro;7.4;20704014;https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-7620-2n1/pdp/laptop-inspiron-16-2n1-7620-pdp-hero.psd?qlt=95&fit=constrain,1&hei=400&wid=570&fmt=jpg;Đồ hoạ, kỹ thuật
